target,text
1,"Just say, ""Hey universe, I'm ready"", it'll happen when you least expect it"
1,"Well, I don't expect it at all now, so I guess it's right around the corner"
1,"Maybe you're putting out the wrong vibe, maybe you're closed off to love"
1,"Let me tell you a secret, it's called ""the secret"""
1,"Here's another secret, you're an asshole"
1,Your negativity is a self-fulfilling prophecy
1,The reason things go well for me is 'cause of positivity
1,"Well, I'm positive fertility always begins to atrophy"
1,When infantile fantasy eclipses true reality
1,It never once occurred to me that things won't work out perfectly
1,"When God closes a door. you see, he opens a window"
1,"You realize that's a smaller opening, right?"
1,You used to be able to walk out a door
1,And now you have to climb out some slightly ajar window somewhere
1,Possibly falling like 8 stories to your death
1,That is not an upgrade
1,And you know what's else?
1,There's nobody left (7 billion people on the planet)
1,I'm all alone (My options will never ever run out)
1,"I hate you (I'm so happy, aren't you happy)"
1,You're so stupid (I'm so happy)
1,You can't love someone else 'till you love yourself
1,You can't love someone else 'till you love yourself
1,You can't love someone else 'till you love yourself
1,You can't love someone else 'till you love yourself
1,'Cause life is good (Over)
1,Get ready for a whale of a time; Shamu
1,My whole team coming clean; shampoo
1,These dudes is comic relief; Whoopie
1,And I'm the motherfucking monster; cookie
1,When you see me better cross the street; Frogger
1,Then go home and write about it; blogger
1,Did I do that? Urkel
1,"Yo Angela, Who's The Boss? Merkel"
1,I'll take you where you've never been; Oxnard
1,Then make you suck a bulls' nut; ox nard
1,If Miss Moore married Josh; Demi Brolin
1,A comma and a fucking dot; semicolon
1,We run these streets; stop lights
1,All eyes on me; spot lights
1,Each semicolon brings us closer to the top
1,I'm loud and I'm zipping around; jet ski
1,Your dick is little like Wayne; Gretsky
1,But Gretsky's got a big dick; clarification
1,Everyone who's rude to me; Paris vacation
1,My stomach's getting fat; food
1,Leave trash inside my car; rude
1,You're acting all Machio; Ralph
1,But I'll eat all you cats; Alf
1,We run the game; umpire
1,Always chase the night; young squire
1,These semicolons are my light inside the dark
1,"It's right under your nose, semicolon; mouth"
1,"Opposite of north, semicolon; south"
1,"Right over your home, semicolon; attic"
1,"Hooked on semicolons, semicolon; addict"
1,We got the game on lock; toy chest
1,You're too big for your clothes; boys vest
1,You know we out of control; no brakes
1,Your birthday party sucked; no cakes
1,When it comes to punctuation
1,You know we're number one
1,And to the people of every nation
1,Feel the power of the semicolon
1,I've been watching you
1,A la la la la long
1,A la la la la long long li long long long
1,Come on
1,A la la la la long
1,A la la la la long long li long long long
1,Standing across the room I saw you smile
1,I said I want to talk to you for a little while
1,But before I make my move my emotions start running wild
1,My tongue gets tied and that's no lie
1,I'm looking in your eyes
1,I'm looking in your big brown eyes (Ooh yeah)
1,(And I've got this to say to you)
1,Girl I want to make you sweat
1,Sweat 'til you can't sweat no more
1,And if you cry out I'm gonna push it some more
1,Girl I want to make you sweat
1,Sweat 'til you can't sweat no more
1,And if you cry out I'm gonna push it
1,Push it push it some more
1,A la la la la long
1,A la la la la long long li long long long
1,Come on
1,A la la la la long
1,A la la la la long long li long long long
1,So I say to myself if she loves me or not
1,But the dread are known that love is his to get
1,And with a little bit of this and a little bit of that
1,The lyrics goes on the attack
1,My tongue gets tied
1,And that's no lie
1,I'm looking in your eyes
1,I'm looking in your big brown eyes (Oh girl)
1,(And I've got this to say to you)
1,Girl I want to make you sweat
1,Sweat 'til you can't sweat no more
1,And if you cry out I'm gonna push it some more
1,Girl I want to make you sweat
1,Sweat 'til you can't sweat no more
1,And if you cry out I'm gonna push it
1,Push it push it some more
1,A la la la la long
1,A la la la la long long li long long long
1,Oh yeah
1,A la la la la long
1,A la la la la long long li long long long
1,One more time
1,A la la la la long
1,A la la la la long long li long long long
1,Sing it
1,A la la la la long
1,A la la la la long long li long long long eh
1,"Eyes, I'm looking in your big brown eyes (Oh yeah)"
1,(And I've got this to say to you)
1,Girl I want to make you sweat
1,Sweat 'til you can't sweat no more
1,And if you cry out I'm gonna push it some more
1,Girl I want to make you sweat
1,Sweat 'til you can't sweat no more
1,And if you cry out I'm gonna push it
1,Push it push it some more
1,A la la la la long
1,A la la la la long long li long long long eh
1,A la la la la long
1,A la la la la long long li long long long
1,Push it push it some more
1,A la la la la long
1,A la la la la long long li long long long
1,Alright
1,A la la la la long
1,A la la la la long long li long long long
1,Push it push it some more
1,"Hey, Witch Doctor, give us the magic words"
1,"Alright, you go ooh eee ooh ah ah"
1,Ting tang walla walla bing bang
1,Alright!
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,"(Do, do, do do do do do)"
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,I told the Witch Doctor I was in love with you
1,(Do do do do) I told the Witch Doctor I was in love with you
1,(Do do do do) And the Witch Doctor he told me what to do
1,He told me
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,I told the Witch Doctor you didn't love me true
1,(Do do do do) I told the Witch Doctor you didn't love me nice
1,(Do do do do) And then the Witch Doctor he gave me this advice
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,You can keep your love from me just like you were a miser
1,And I'll admit it wasn't very smart
1,So I went out to found myself a guy that's so much wiser
1,And he told me the way to win your heart
1,(Do do do do)
1,Ooh eee ooh ah ah
1,Ooh eee ooh ah ah
1,Ooh eee ooh ah ah
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,Come on and ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bing bang
1,Ooh eee ooh ah ah
1,Ting tang walla walla bang bang!
1,Ha ha ha ha ha
1,"Yo, I'll tell you what I want, what I really, really want"
1,"So tell me what you want, what you really, really want"
1,"I'll tell you what I want, what I really, really want"
1,"So tell me what you want, what you really, really want"
1,"I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna, (ha)"
1,"I wanna really, really, really wanna zigazig ah"
1,"If you want my future, forget my past"
1,"If you wanna get with me, better make it fast"
1,Now don't go wasting my precious time
1,Get your act together we could be just fine
1,"I'll tell you what I want, what I really, really want"
1,"So tell me what you want, what you really, really want"
1,"I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna, (ha)"
1,"I wanna really, really, really wanna zigazig ah"
1,"If you wanna be my lover, you gotta get with my friends"
1,(Gotta get with my friends)
1,"Make it last forever, friendship never ends"
1,"If you wanna be my lover, you have got to give"
1,"Taking is too easy, but that's the way it is"
1,"Oh, what do you think about that"
1,Now you know how I feel
1,"Say, you can handle my love, are you for real"
1,(Are you for real)
1,"I won't be hasty, I'll give you a try"
1,If you really bug me then I'll say goodbye
1,"Yo I'll tell you what I want, what I really, really want"
1,"So tell me what you want, what you really, really want"
1,"I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna, (ha)"
1,"I wanna really, really, really wanna zigazig ah"
1,"If you wanna be my lover, you gotta get with my friends"
1,(Gotta get with my friends)
1,"Make it last forever, friendship never ends"
1,"If you wanna be my lover, you have got to give"
1,(You've got to give)
1,"Taking is too easy, but that's the way it is"
1,"So, here's a story from A to Z"
1,"You wanna get with me, you gotta listen carefully"
1,We got Em in the place who likes it in your face
1,You got G like MC who likes it on a
1,"Easy V doesn't come for free, she's a real lady"
1,"And as for me, ha you'll see"
1,Slam your body down and wind it all around
1,Slam your body down and wind it all around
1,"If you wanna be my lover, you gotta get with my friends"
1,(Gotta get with my friends)
1,"Make it last forever, friendship never ends"
1,"If you wanna be my lover, you have got to give"
1,(You've got to give)
1,"Taking is too easy, but that's the way it is"
1,If you wanna be my lover
1,"You gotta, you gotta, you gotta, you gotta, you gotta"
1,"Slam, slam, slam, slam (make it last forever)"
1,Slam your body down and wind it all around
1,Slam your body down and wind it all around
1,"Ha, ha, ha, ha, ha"
1,Slam your body down and wind it all around
1,Slam your body down and zigazig ah
1,If you wanna be my lover
1,If you're alone and you need a friend
1,Someone to make you forget your problems
1,Just come along baby
1,Take my hand
1,I'll be your lover tonight
1,Whoa oh oh oh
1,This is what I wanna do
1,Let's have some fun
1,What I want is me and you
1,Boom boom boom boom
1,I want you in my room
1,Let's spend the night together
1,From now until forever
1,Boom boom boom boom
1,I wanna go boom boom
1,Let's spend the night together
1,Together in my room
1,Everybody get on down
1,The Vengaboys are back in town
1,This is what I wanna do
1,Let's have some fun
1,What I want is me and you
1,Boom boom boom boom
1,I want you in my room
1,Let's spend the night together
1,From now until forever
1,Boom boom boom boom
1,I wanna go boom boom
1,Let's spend the night together
1,Together in my room
1,Boom boom boom boom
1,I want you in my room
1,Let's spend the night together
1,From now until forever
1,Boom boom boom boom
1,I wanna go boom boom
1,Let's spend the night together
1,Together in my room
1,Boom boom boom boom
1,I want you in my room
1,Let's spend the night together
1,From now until forever
1,"Hiya, Barbie"
1,"Hi, Ken"
1,You want to go for a ride?
1,"Sure, Ken"
1,Jump in
1,"I'm a Barbie girl, in the Barbie world"
1,"Life in plastic, it's fantastic"
1,"You can brush my hair, undress me everywhere"
1,"Imagination, life is your creation"
1,"Come on, Barbie, let's go party"
1,"I'm a Barbie girl, in the Barbie world"
1,"Life in plastic, it's fantastic"
1,"You can brush my hair, undress me everywhere"
1,"Imagination, life is your creation"
1,I'm a blond bimbo girl in a fantasy world
1,"Dress me up, make it tight, I'm your dolly"
1,"You're my doll, rock'n'roll, feel the glamour in pink"
1,"Kiss me here, touch me there, hanky panky"
1,You can touch
1,You can play
1,"If you say, ""I'm always yours"" (ooh, oh)"
1,"I'm a Barbie girl, in the Barbie world"
1,"Life in plastic, it's fantastic"
1,"You can brush my hair, undress me everywhere"
1,"Imagination, life is your creation"
1,"Come on, Barbie, let's go party (ah ah ah yeah)"
1,"Come on, Barbie, let's go party (ooh oh, ooh oh)"
1,"Come on, Barbie, let's go party (ah ah ah yeah)"
1,"Come on, Barbie, let's go party (ooh oh, ooh oh)"
1,"Make me walk, make me talk, do whatever you please"
1,"I can act like a star, I can beg on my knees"
1,"Come jump in, bimbo friend, let us do it again"
1,"Hit the town, fool around, let's go party"
1,You can touch
1,You can play
1,"If you say, ""I'm always yours"""
1,You can touch
1,You can play
1,"If you say, ""I'm always yours"""
1,"Come on, Barbie, let's go party (ah ah ah yeah)"
1,"Come on, Barbie, let's go party (ooh oh, ooh oh)"
1,"Come on, Barbie, let's go party (ah ah ah yeah)"
1,"Come on, Barbie, let's go party (ooh oh, ooh oh)"
1,"I'm a Barbie girl, in the Barbie world"
1,"Life in plastic, it's fantastic"
1,"You can brush my hair, undress me everywhere"
1,"Imagination, life is your creation"
1,"I'm a Barbie girl, in the Barbie world"
1,"Life in plastic, it's fantastic"
1,"You can brush my hair, undress me everywhere"
1,"Imagination, life is your creation"
1,"Come on, Barbie, let's go party (ah ah ah yeah)"
1,"Come on, Barbie, let's go party (ooh oh, ooh oh)"
1,"Come on, Barbie, let's go party (ah ah ah yeah)"
1,"Come on, Barbie, let's go party (ooh oh, ooh oh)"
1,"Oh, I'm having so much fun"
1,"Well, Barbie, we are just getting started"
1,"Oh, I love you, Ken"
1,"Oo-ooh-ooh, hoo yeah, yeah (Yeah, ah-ah-ah-ah-ah-ark)"
1,"Yeah, yeah"
1,"Yeah-ah-ah, yeah-ah-ah"
1,Yeah-ah-ah
1,"Yeah, yeah, yeah"
1,"Seven a.m., waking up in the morning"
1,"Gotta be fresh, gotta go downstairs"
1,"Gotta have my bowl, gotta have cereal"
1,"Seein' everything, the time is goin'"
1,"Tickin' on and on, everybody's rushin'"
1,Gotta get down to the bus stop
1,"Gotta catch my bus, I see my friends (my friends)"
1,Kickin' in the front seat
1,Sittin' in the back seat
1,Gotta make my mind up
1,Which seat can I take?
1,"It's Friday, Friday"
1,Gotta get down on Friday
1,"Everybody's lookin' forward to the weekend, weekend"
1,"Friday, Friday"
1,Gettin' down on Friday
1,Everybody's lookin' forward to the weekend
1,"Partyin', partyin' (yeah)"
1,"Partyin', partyin' (yeah)"
1,"Fun, fun, fun, fun"
1,Lookin' forward to the weekend
1,"Seven, forty five, we're drivin' on the highway"
1,"Cruisin' so fast, I want time to fly"
1,"Fun, fun, think about fun"
1,You know what it is
1,"I got this, you got this"
1,"My friend is by my right, aye"
1,"I got this, you got this"
1,Now you know it
1,Kickin' in the front seat
1,Sittin' in the back seat
1,Gotta make my mind up
1,Which seat can I take?
1,"It's Friday, Friday"
1,Gotta get down on Friday
1,"Everybody's lookin' forward to the weekend, weekend"
1,"Friday, Friday"
1,Gettin' down on Friday
1,Everybody's lookin' forward to the weekend
1,"Partyin', partyin' (yeah)"
1,"Partyin', partyin' (yeah)"
1,"Fun, fun, fun, fun"
1,Lookin' forward to the weekend
1,"Yesterday was Thursday, Thursday"
1,"Today it is Friday, Friday (partyin')"
1,We-we-we so excited
1,We so excited
1,We gonna have a ball today
1,Tomorrow is Saturday
1,And Sunday comes afterwards
1,I don't want this weekend to end
1,"It's Friday, Friday"
1,Gotta get down on Friday
1,"Everybody's lookin' forward to the weekend, weekend (we gotta get down)"
1,"Friday, Friday"
1,Gettin' down on Friday
1,Everybody's lookin' forward to the weekend
1,"Partyin', partyin' (yeah)"
1,"Partyin', partyin' (yeah)"
1,"Fun, fun, fun, fun"
1,Lookin' forward to the weekend
1,"It's Friday, Friday"
1,Gotta get down on Friday
1,"Everybody's lookin' forward to the weekend, weekend"
1,"Friday, Friday"
1,Gettin' down on Friday
1,Everybody's lookin' forward to the weekend
1,"Partyin', partyin' (yeah)"
1,"Partyin', partyin' (yeah)"
1,"Fun, fun, fun, fun"
1,Lookin' forward to the weekend
1,You can't touch this
1,You can't touch this
1,You can't touch this
1,You can't touch this
1,"My, my, my my music hits me so hard"
1,"Makes me say, ""Oh my Lord"""
1,Thank you for blessin' me
1,With a mind to rhyme and two hype feet
1,"It feels good, when you know you're down"
1,A super dope homeboy from the Oaktown
1,And I'm known as such
1,"And this is a beat, uh, you can't touch"
1,I told you homeboy (You can't touch this)
1,"Yeah, that's how we livin' and ya know (You can't touch this)"
1,"Look in my eyes, man (You can't touch this)"
1,"Yo, let me bust the funky lyrics (You can't touch this)"
1,"Fresh new kicks, and pants"
1,"You gotta like that, now you know you wanna dance"
1,So move outta yo seat
1,And get a fly girl and catch this beat
1,"While it's rollin', hold on!"
1,Pump a little bit and let 'em know it's goin' on
1,"Like that, like that"
1,"Cold on a mission, so fall on back"
1,"Let 'em know, that you're too much"
1,"And this is a beat, uh, they can't touch"
1,"Yo, I told you (you can't touch this)"
1,"Why you standin' there, man? (You can't touch this)"
1,"Yo, sound the bell, school's in, sucka (You can't touch this)"
1,"Give me a song, or rhythm"
1,"Makin' 'em sweat, that's what I'm givin' 'em"
1,"Now, they know"
1,"You talkin' 'bout the Hammer, you're talkin' 'bout a show"
1,"That's hyped, and tight"
1,"Singers are sweatin', so pass them a wipe"
1,"Or a tape, to learn"
1,What's it gonna take in the 90's to burn
1,The charts? Legit
1,Either work hard or you might as well quit
1,That's word because you know (You can't touch this)
1,(You can't touch this)
1,Break it down!
1,"Stop, Hammer time!"
1,"Go with the flow, it is said"
1,That if you can't groove to this then you probably are dead
1,So wave yo hands in the air
1,"Bust a few moves, run your fingers through your hair"
1,"This is it, for a winner"
1,Dance to this and you're gonna get thinner
1,"Move, slide your rump"
1,Just for a minute let's all do the bump
1,"(Bump, bump, bump)"
1,Yeah (You can't touch this)
1,"Look, man (You can't touch this)"
1,"You better get hype, boy, 'cause you know you can't (You can't touch this)"
1,"Ring the bell, school's back in"
1,Break it down!
1,"Stop, Hammer time!"
1,You can't touch this
1,You can't touch this
1,You can't touch this
1,Break it down!
1,"Stop, Hammer time!"
1,"Every time you see me, the Hammer's just so hyped"
1,I'm dope on the floor and I'm magic on the mic
1,Now why would I ever stop doin' this?
1,With others makin' records that just don't hit
1,"I've toured around the world, from London to the Bay"
1,"It's ""Hammer, go Hammer, MC Hammer, yo Hammer"""
1,And the rest can go and play
1,You can't touch this
1,You can't touch this
1,You can't touch this
1,Yeah (You can't touch this)
1,I told you (Can't touch this)
1,Too hot (Can't touch this)
1,"Yo, we outta here (Can't touch this)"
1,"Ladies and gentlemen, this is Mambo Number Five"
1,"One, two, three, four, five"
1,"Everybody in the car, so come on, let's ride"
1,To the liquor store around the corner
1,The boys say they want some gin and juice
1,But I really don't wanna
1,Beer bust like I had last week
1,I must stay deep because talk is cheap
1,"I like Angela, Pamela, Sandra and Rita"
1,And as I continue you know they getting sweeter
1,"So what can I do? I really beg you, my Lord"
1,"To me is flirting it's just like sport, anything fly"
1,"It's all good, let me dump it, please set in the trumpet"
1,A little bit of Monica in my life
1,A little bit of Erica by my side
1,A little bit of Rita is all I need
1,A little bit of Tina is what I see
1,A little bit of Sandra in the sun
1,A little bit of Mary all night long
1,"A little bit of Jessica, here I am"
1,A little bit of you makes me your man
1,Mambo Number Five
1,Jump up and down and move it all around
1,Shake your head to the sound
1,Put your hand on the ground
1,Take one step left and one step right
1,One to the front and one to the side
1,Clap your hand once and clap your hands twice
1,And if it looks like this then you doing it right
1,A little bit of Monica in my life
1,A little bit of Erica by my side
1,A little bit of Rita is all I need
1,A little bit of Tina is what I see
1,A little bit of Sandra in the sun
1,A little bit of Mary all night long
1,"A little bit of Jessica, here I am"
1,A little bit of you makes me your man
1,"Trumpet, the trumpet"
1,Mambo Number Five
1,A little bit of Monica in my life
1,A little bit of Erica by my side
1,A little bit of Rita is all I need
1,A little bit of Tina is what I see
1,A little bit of Sandra in the sun
1,A little bit of Mary all night long
1,"A little bit of Jessica, here I am"
1,A little bit of you makes me your man
1,I do all to fall in love with a girl like you
1,'Cause you can't run and you can't hide
1,You and me gonna touch the sky
1,Mambo Number Five
1,I threw a wish in the well
1,Don't ask me I'll never tell
1,I looked at you as it fell
1,And now you're in my way
1,I'd trade my soul for a wish
1,Pennies and dimes for a kiss
1,I wasn't looking for this
1,But now you're in my way
1,Your stare was holding
1,"Ripped jeans, skin was showin'"
1,"Hot night, wind was blowin'"
1,Where you think you're going baby?
1,"Hey, I just met you and this is crazy"
1,"But here's my number, so call me maybe"
1,It's hard to look right at you baby
1,"But here's my number, so call me maybe"
1,Hey I just met you and this is crazy
1,"But here's my number, so call me maybe"
1,And all the other boys try to chase me
1,"But here's my number, so call me maybe"
1,You took your time with the call
1,I took no time with the fall
1,You gave me nothing at all
1,But still you're in my way
1,I beg and borrow and steal
1,At first sight and it's real
1,I didn't know I would feel it
1,But it's in my way
1,Your stare was holding
1,"Ripped jeans, skin was showin'"
1,"Hot night, wind was blowin'"
1,Where you think you're going baby?
1,"Hey, I just met you and this is crazy"
1,"But here's my number, so call me maybe"
1,It's hard to look right at you baby
1,"But here's my number, so call me maybe"
1,Hey I just met you and this is crazy
1,"But here's my number, so call me maybe"
1,And all the other boys try to chase me
1,"But here's my number, so call me maybe"
1,Before you came into my life
1,I missed you so bad
1,I missed you so bad
1,I missed you so so bad
1,Before you came into my life
1,I missed you so bad
1,And you should know that
1,I missed you so so bad
1,It's hard to look right at you baby
1,"But here's my number, so call me maybe"
1,"Hey, I just met you and this is crazy"
1,"But here's my number, so call me maybe"
1,And all the other boys try to chase me
1,"But here's my number, so call me maybe"
1,Before you came into my life
1,I missed you so bad
1,I missed you so bad
1,I missed you so so bad
1,Before you came into my life
1,I missed you so bad
1,And you should know that
1,So call me maybe
1,"Well, you can tell by the way I use my walk"
1,"I'm a woman's man, no time to talk"
1,"Music loud and women warm, I've been kicked around"
1,Since I was born
1,"And now it's alright, it's okay"
1,And you may look the other way
1,We can try to understand
1,The New York Times' effect on man
1,Whether you're a brother or whether you're a mother
1,"You're stayin' alive, stayin' alive"
1,Feel the city breakin' and everybody shakin'
1,"And we're stayin' alive, stayin' alive"
1,"Ah, ha, ha, ha, stayin' alive, stayin' alive"
1,"Ah, ha, ha, ha, stayin' alive"
1,"Well now, I get low and I get high"
1,"And if I can't get either, I really try"
1,Got the wings of Heaven on my shoes
1,I'm a dancin' man and I just can't lose
1,"You know it's alright, it's okay"
1,I'll live to see another day
1,We can try to understand
1,The New York Times' effect on man
1,Whether you're a brother or whether you're a mother
1,"You're stayin' alive, stayin' alive"
1,Feel the city breakin' and everybody shakin'
1,"And we're stayin' alive, stayin' alive"
1,"Ah, ha, ha, ha, stayin' alive, stayin' alive"
1,"Ah, ha, ha, ha, stayin' alive (ohh)"
1,"Life goin' nowhere, somebody help me"
1,"Somebody help me, yeah"
1,"Life goin' nowhere, somebody help me, yeah"
1,I'm stayin' alive
1,"Well, you can tell by the way I use my walk"
1,"I'm a woman's man, no time to talk"
1,Music loud and women warm
1,I've been kicked around since I was born
1,"And now it's all right, it's okay"
1,And you may look the other way
1,We can try to understand
1,The New York Times' effect on man
1,Whether you're a brother or whether you're a mother
1,"You're stayin' alive, stayin' alive"
1,Feel the city breakin' and everybody shakin'
1,"And we're stayin' alive, stayin' alive"
1,"Ah, ha, ha, ha, stayin' alive, stayin' alive"
1,"Ah, ha, ha, ha, stayin' alive"
1,"Life goin' nowhere, somebody help me"
1,"Somebody help me, yeah"
1,"Life goin' nowhere, somebody help me, yeah"
1,I'm stayin' alive
1,"Life goin' nowhere, somebody help me"
1,"Somebody help me, yeah (ah, ah, ah)"
1,"Life goin' nowhere, somebody help me, yeah"
1,I'm stayin' alive
1,"Life goin' nowhere, somebody help me"
1,"Somebody help me, yeah (ah, ah, ah, ay)"
1,"Life goin' nowhere, somebody help me, yeah"
1,I'm stayin' alive
1,"Life goin' nowhere, somebody help me"
1,"Somebody help me, yeah (ohh)"
1,"Life goin' nowhere, somebody help me, yeah"
1,I'm stayin' alive
1,Everybody dance now
1,Everybody dance now
1,Give me the music
1,Give me the music
1,Everybody dance now
1,Everybody dance now
1,Yeah
1,Yeah
1,Yeah
1,Everybody dance now
1,Yeah
1,Yeah
1,Yeah
1,Everybody
1,"Here is the dome, back with the bass"
1,The jam is live in effect and I don't waste time
1,On the mic with a dope rhyme
1,"Jump to the rhythm, jump, jump to the rhythm jump"
1,And I'm here to combine
1,Beats and lyrics to make your shake your pants
1,"Take a chance, come on and dance"
1,"Guys grab a girl, don't wait, make her twirl"
1,It's your world and I'm just a squirrel
1,Tryin' to get a nut to move your butt
1,"To the dance floor, so yo what's up"
1,"Hands in the air, come on say ""yeah"""
1,"Everybody over here, everybody over there"
1,The crowd is live and I pursue this groove
1,Party people in the house
1,Move (let your mind)
1,Groove (put me on line)
1,"Come on let's sweat, baby"
1,Let the music take control
1,Let the rhythm move you
1,"Sweat, sweat"
1,Let the music take control
1,Let the rhythm move you
1,Everybody dance now
1,Everybody dance now
1,Everybody dance now
1,"Pause, take a breath and go for yours"
1,On my command now hit the dance floor
1,It's gonna make you sweat 'til you bleed
1,Is that dope enough? Indeed
1,"I paid the price, to control the dice"
1,"I'm more precise, to the point I'm nice"
1,"The music takes control, your heart and soul"
1,"Unfold, your body is free and a whole"
1,"Dance till you can't, dance till you can't dance no more"
1,Get on the floor and get raw
1,Then come back and upside down
1,"Easy now, let me see ya"
1,Move (let your mind)
1,Groove (put me on line)
1,The music is my life
1,Everybody dance now
1,Everybody dance now
1,Everybody dance now
1,Everybody
1,"Come on let's sweat, baby"
1,Let the music take control
1,Let the rhythm move you
1,"Sweat, sweat"
1,Let the music take control
1,Let the rhythm move you
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,All girls all over the world
1,Original Mad Stuntman pon' ya case man
1,I love how all girls a move them body
1,And when ya move ya body
1,"Gonna move it nice and sweet and sexy, alright?"
1,Woman ya cute and you don't need no make up
1,Original cute body you a mek man mud up
1,Woman ya cute and you don't need no make up
1,Original cute body you a mek man mud up
1,"Woman, physically fit, physically fit"
1,"Physically, physically, physically"
1,"Woman, physically fit, physically fit"
1,"Physically, physically, physically"
1,"Woman, ya nice, sweet, fantastic"
1,Big ship 'pon di ocean that a big Titanic
1,"C'mon, ya nice, sweet, I enjoy the thing"
1,Big ship 'pon di ocean that a big Titanic
1,"Woman, ya nice, sweet, fantastic"
1,Big ship 'pon di ocean that a big Titanic
1,"C'mon, ya nice, sweet, I enjoy the thing"
1,Big ship 'pon di ocean that a big Titanic
1,Woman
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,Woman ya cute and you don't need no make up
1,Original cute body you a mek man mud up
1,Woman ya cute and you don't need no make up
1,Original cute body you a mek man mud up
1,Eyeliner 'pon ya face a mek man mud up
1,Nose powder 'pon ya face a mek man mud up
1,Pluck ya eyebrow 'pon ya face a mek man mud up
1,Gal ya lipstick 'pon ya face a mek man mud up
1,"Woman, ya nice, broad face"
1,And ya nice hip
1,Make man flip and bust up them lip
1,"Woman, ya nice and energetic"
1,Big ship 'pon de ocean that a big Titanic
1,"Woman, ya nice, broad face"
1,And ya nice hip
1,Make man flip and bust up them lip
1,"Woman, ya nice and energetic"
1,Big ship 'pon de ocean that a big Titanic
1,Woman
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"I like to move it, move it"
1,"I like to move it, move it"
1,"I like to move it, move it"
1,Ya like to move it
1,"Young man, there's no need to feel down."
1,"I said, young man, pick yourself off the ground."
1,"I said, young man, 'cause you're in a new town"
1,There's no need to be unhappy.
1,"Young man, there's a place you can go."
1,"I said, young man, when you're short on your dough."
1,"You can stay there, and I'm sure you will find"
1,Many ways to have a good time.
1,It's fun to stay at the y-m-c-a.
1,It's fun to stay at the y-m-c-a.
1,"They have everything for you men to enjoy,"
1,You can hang out with all the boys ...
1,It's fun to stay at the y-m-c-a.
1,It's fun to stay at the y-m-c-a.
1,"You can get yourself cleaned, you can have a good meal,"
1,You can do whatever you feel ...
1,"Young man, are you listening to me?"
1,"I said, young man, what do you want to be?"
1,"I said, young man, you can make real your dreams."
1,But you got to know this one thing!
1,No man does it all by himself.
1,"I said, young man, put your pride on the shelf,"
1,"And just go there, to the y.m.c.a."
1,I'm sure they can help you today.
1,It's fun to stay at the y-m-c-a.
1,It's fun to stay at the y-m-c-a.
1,"They have everything for you men to enjoy,"
1,You can hang out with all the boys ...
1,It's fun to stay at the y-m-c-a.
1,It's fun to stay at the y-m-c-a.
1,"You can get yourself cleaned, you can have a good meal,"
1,You can do whatever you feel ...
1,"Young man, I was once in your shoes."
1,"I said, I was down and out with the blues."
1,I felt no man cared if I were alive.
1,I felt the whole world was so tight ...
